Loyalty#,Behavioral_Month_Cluster_Name
237984,"Holiday traveler
(summer companions, winter alone)"
288419,"Avr|May Companion
(Less travel on may)"
285738,"Few Trips a Year
(Traveling rarely)"
666556,"Avr|Oct Companion
(Less travel on oct)"
698180,"Holiday traveler
(summer companions, winter alone)"
807589,"Avr|Point Acumulator
(No companions)"
135382,"Avr|Mar Companion
(Less travel on mar)"
444778,"Avr|Dec Companion
(Less travel on dec)"
502534,"Avr|Feb Companion
(Less travel on feb)"
589840,"Avr|Jun Companion
(Less travel on jun)"
551300,"Avr|Point Acumulator
(No companions)"
990204,"Moderate travelers
(Current average)"
148299,"Avr|May Companion
(Less travel on may)"
412902,"Avr|Dec Companion
(Less travel on dec)"
602694,"Winter Traveler
(December with someone)"
655721,"Winter Traveler
(December with someone)"
205445,"Avr|Jan Companion
(Less travel on jan)"
773293,"Avr|Point Acumulator
(No companions)"
957127,"Avr|Mar Companion
(Less travel on mar)"
176611,"Few Trips a Year
(Traveling rarely)"
848248,"Avr|May Companion
(Less travel on may)"
162013,"Avr|Feb Companion
(Less travel on feb)"
706628,No Traveler
495027,"Few Trips a Year
(Traveling rarely)"
731001,"Holiday traveler
(summer companions, winter alone)"
692096,"Avr|Point Acumulator
(No companions)"
544569,"Avr|Jan Companion
(Less travel on jan)"
616220,"Avr|Jun Companion
(Less travel on jun)"
778426,"Holiday traveler
(summer companions, winter alone)"
211083,"Avr|Oct Companion
(Less travel on oct)"
693256,"Avr|Oct Companion
(Less travel on oct)"
343377,"Avr|Nov Companion
(Less travel on nov)"
608739,"Avr|Point Acumulator
(No companions)"
421497,"Avr|Point Acumulator
(No companions)"
268094,"Winter Traveler
(December with someone)"
982608,"Few Trips a Year
(Traveling rarely)"
821404,"Few Trips a Year
(Traveling rarely)"
544561,"Avr|Oct Companion
(Less travel on oct)"
709550,"Avr|Feb Companion
(Less travel on feb)"
601448,"Avr|Jun Companion
(Less travel on jun)"
264234,"Avr|Jun Companion
(Less travel on jun)"
989048,"Moderate travelers
(Current average)"
788460,"Avr|Dec Companion
(Less travel on dec)"
831087,"Avr|Feb Companion
(Less travel on feb)"
750776,No Traveler
401336,"Avr|Nov Companion
(Less travel on nov)"
936612,"Few Trips a Year
(Traveling rarely)"
785836,"Avr|Feb Companion
(Less travel on feb)"
161437,"Avr|Nov Companion
(Less travel on nov)"
654187,"Avr|Feb Companion
(Less travel on feb)"
801821,"Avr|Jan Companion
(Less travel on jan)"
655044,"Avr|Oct Companion
(Less travel on oct)"
223946,"Avr|Jan Companion
(Less travel on jan)"
531286,"Avr|May Companion
(Less travel on may)"
101876,"Few Trips a Year
(Traveling rarely)"
908729,"Avr|Mar Companion
(Less travel on mar)"
929701,"Avr|Jan Companion
(Less travel on jan)"
622171,No Traveler
708020,"Avr|Feb Companion
(Less travel on feb)"
919922,No Traveler
479872,"Moderate travelers
(Current average)"
277091,"Avr|Feb Companion
(Less travel on feb)"
386363,"Avr|Point Acumulator
(No companions)"
307233,"Avr|Oct Companion
(Less travel on oct)"
199342,"Avr|Oct Companion
(Less travel on oct)"
810257,"Avr|May Companion
(Less travel on may)"
252341,"Avr|Nov Companion
(Less travel on nov)"
485397,"Moderate travelers
(Current average)"
799399,"Avr|Oct Companion
(Less travel on oct)"
687748,No Traveler
249224,"Avr|Oct Companion
(Less travel on oct)"
444684,"Avr|Feb Companion
(Less travel on feb)"
181726,"Avr|Jun Companion
(Less travel on jun)"
164559,"Winter Traveler
(December with someone)"
530978,"Moderate travelers
(Current average)"
372261,"Avr|May Companion
(Less travel on may)"
738427,"Avr|Dec Companion
(Less travel on dec)"
295929,"Avr|May Companion
(Less travel on may)"
381717,No Traveler
437022,"Avr|Nov Companion
(Less travel on nov)"
582861,"Avr|Jun Companion
(Less travel on jun)"
945014,"Avr|Feb Companion
(Less travel on feb)"
809728,No Traveler
460207,"Avr|Jun Companion
(Less travel on jun)"
567256,"Avr|Jan Companion
(Less travel on jan)"
543956,"Few Trips a Year
(Traveling rarely)"
290599,"Avr|Jan Companion
(Less travel on jan)"
878909,"Avr|Oct Companion
(Less travel on oct)"
941194,"Winter Traveler
(December with someone)"
430228,"Avr|Nov Companion
(Less travel on nov)"
646168,"Avr|Point Acumulator
(No companions)"
866302,"Avr|May Companion
(Less travel on may)"
998192,No Traveler
189146,No Traveler
513000,"Winter Traveler
(December with someone)"
917352,"Few Trips a Year
(Traveling rarely)"
277910,"Holiday traveler
(summer companions, winter alone)"
345014,"Avr|Nov Companion
(Less travel on nov)"
398305,No Traveler
484194,"Avr|Mar Companion
(Less travel on mar)"
618309,"Avr|Jan Companion
(Less travel on jan)"
160686,"Avr|Point Acumulator
(No companions)"
355995,"Avr|Nov Companion
(Less travel on nov)"
519203,"Avr|Feb Companion
(Less travel on feb)"
306402,"Avr|Jun Companion
(Less travel on jun)"
446315,"Avr|Mar Companion
(Less travel on mar)"
576716,"Avr|May Companion
(Less travel on may)"
111646,"Avr|Feb Companion
(Less travel on feb)"
685982,"Avr|Jun Companion
(Less travel on jun)"
166037,"Avr|Point Acumulator
(No companions)"
236593,"Avr|Mar Companion
(Less travel on mar)"
784113,"Avr|May Companion
(Less travel on may)"
896790,"Avr|Nov Companion
(Less travel on nov)"
990595,"Moderate travelers
(Current average)"
773261,"Avr|Nov Companion
(Less travel on nov)"
756907,"Avr|Jan Companion
(Less travel on jan)"
455287,No Traveler
633999,"Few Trips a Year
(Traveling rarely)"
285484,"Avr|Oct Companion
(Less travel on oct)"
907743,No Traveler
484733,"Holiday traveler
(summer companions, winter alone)"
981848,"Avr|Feb Companion
(Less travel on feb)"
399575,"Avr|Oct Companion
(Less travel on oct)"
852310,"Avr|Point Acumulator
(No companions)"
885007,"Avr|Point Acumulator
(No companions)"
532813,"Moderate travelers
(Current average)"
425445,"Avr|Jun Companion
(Less travel on jun)"
410460,"Few Trips a Year
(Traveling rarely)"
508854,"Avr|Jan Companion
(Less travel on jan)"
141233,"Avr|Point Acumulator
(No companions)"
277769,"Winter Traveler
(December with someone)"
340479,"Avr|Jan Companion
(Less travel on jan)"
980651,"Avr|Oct Companion
(Less travel on oct)"
513708,"Avr|Point Acumulator
(No companions)"
796508,"Avr|Jan Companion
(Less travel on jan)"
304770,"Avr|Oct Companion
(Less travel on oct)"
729762,No Traveler
654890,"Avr|May Companion
(Less travel on may)"
716393,"Avr|May Companion
(Less travel on may)"
751612,"Avr|Nov Companion
(Less travel on nov)"
493427,"Avr|Point Acumulator
(No companions)"
152016,"Few Trips a Year
(Traveling rarely)"
577151,"Winter Traveler
(December with someone)"
204042,"Avr|Jan Companion
(Less travel on jan)"
254683,"Avr|Feb Companion
(Less travel on feb)"
824259,"Avr|Jan Companion
(Less travel on jan)"
259634,"Avr|Feb Companion
(Less travel on feb)"
730742,"Few Trips a Year
(Traveling rarely)"
287593,"Holiday traveler
(summer companions, winter alone)"
481450,No Traveler
503598,"Avr|Point Acumulator
(No companions)"
591608,"Avr|May Companion
(Less travel on may)"
800923,"Avr|Feb Companion
(Less travel on feb)"
127128,"Avr|May Companion
(Less travel on may)"
518249,"Avr|Oct Companion
(Less travel on oct)"
682308,"Avr|Nov Companion
(Less travel on nov)"
974114,"Avr|Jan Companion
(Less travel on jan)"
179719,"Avr|Point Acumulator
(No companions)"
780944,"Avr|Mar Companion
(Less travel on mar)"
369458,"Avr|Point Acumulator
(No companions)"
202585,"Avr|Dec Companion
(Less travel on dec)"
924719,"Avr|Point Acumulator
(No companions)"
345608,"Avr|Dec Companion
(Less travel on dec)"
662268,"Avr|Feb Companion
(Less travel on feb)"
526747,"Holiday traveler
(summer companions, winter alone)"
395121,"Avr|Feb Companion
(Less travel on feb)"
331698,"Avr|Mar Companion
(Less travel on mar)"
336539,"Avr|Mar Companion
(Less travel on mar)"
586542,"Avr|Jun Companion
(Less travel on jun)"
792383,"Avr|Point Acumulator
(No companions)"
274264,"Avr|May Companion
(Less travel on may)"
117408,"Avr|Mar Companion
(Less travel on mar)"
498644,"Avr|Jun Companion
(Less travel on jun)"
231273,"Avr|Jan Companion
(Less travel on jan)"
329587,"Avr|Jun Companion
(Less travel on jun)"
206992,"Avr|Jun Companion
(Less travel on jun)"
469684,"Avr|Jan Companion
(Less travel on jan)"
763520,"Few Trips a Year
(Traveling rarely)"
823112,"Avr|Jan Companion
(Less travel on jan)"
768012,"Avr|Jun Companion
(Less travel on jun)"
399418,"Avr|Jan Companion
(Less travel on jan)"
734035,"Avr|Dec Companion
(Less travel on dec)"
468542,No Traveler
894340,"Avr|May Companion
(Less travel on may)"
192096,No Traveler
400702,"Avr|Dec Companion
(Less travel on dec)"
416124,"Avr|Dec Companion
(Less travel on dec)"
456752,"Winter Traveler
(December with someone)"
466147,No Traveler
837646,"Few Trips a Year
(Traveling rarely)"
559279,"Avr|May Companion
(Less travel on may)"
733693,"Avr|Point Acumulator
(No companions)"
602900,"Avr|Oct Companion
(Less travel on oct)"
543978,"Avr|Oct Companion
(Less travel on oct)"
287212,No Traveler
660436,"Avr|May Companion
(Less travel on may)"
220358,"Avr|Jun Companion
(Less travel on jun)"
590301,"Avr|Feb Companion
(Less travel on feb)"
640244,"Avr|Nov Companion
(Less travel on nov)"
384920,"Avr|Mar Companion
(Less travel on mar)"
573332,"Avr|Jun Companion
(Less travel on jun)"
458320,"Winter Traveler
(December with someone)"
101663,"Avr|Feb Companion
(Less travel on feb)"
873458,"Avr|Mar Companion
(Less travel on mar)"
502745,"Holiday traveler
(summer companions, winter alone)"
866815,No Traveler
439296,"Avr|Oct Companion
(Less travel on oct)"
521311,"Avr|Oct Companion
(Less travel on oct)"
683909,No Traveler
856229,No Traveler
235629,No Traveler
173212,"Avr|Mar Companion
(Less travel on mar)"
476875,"Avr|Oct Companion
(Less travel on oct)"
330464,"Avr|Point Acumulator
(No companions)"
743768,"Avr|Jun Companion
(Less travel on jun)"
595325,"Avr|Feb Companion
(Less travel on feb)"
881198,"Avr|Feb Companion
(Less travel on feb)"
415090,"Few Trips a Year
(Traveling rarely)"
748286,"Few Trips a Year
(Traveling rarely)"
949175,"Avr|Nov Companion
(Less travel on nov)"
437810,"Moderate travelers
(Current average)"
297869,"Avr|Nov Companion
(Less travel on nov)"
182587,"Moderate travelers
(Current average)"
818391,No Traveler
272812,"Avr|Point Acumulator
(No companions)"
273357,"Avr|Dec Companion
(Less travel on dec)"
302908,"Avr|Nov Companion
(Less travel on nov)"
217616,No Traveler
166577,"Avr|Dec Companion
(Less travel on dec)"
315851,"Avr|Point Acumulator
(No companions)"
469977,"Avr|Jan Companion
(Less travel on jan)"
784570,No Traveler
465931,"Avr|Mar Companion
(Less travel on mar)"
482256,"Moderate travelers
(Current average)"
733746,"Avr|Jan Companion
(Less travel on jan)"
526064,No Traveler
655453,"Avr|Jun Companion
(Less travel on jun)"
130326,"Avr|Jan Companion
(Less travel on jan)"
845275,"Avr|Mar Companion
(Less travel on mar)"
757634,"Avr|May Companion
(Less travel on may)"
135808,"Avr|Jun Companion
(Less travel on jun)"
418281,"Avr|Jun Companion
(Less travel on jun)"
508115,"Moderate travelers
(Current average)"
842379,"Avr|Nov Companion
(Less travel on nov)"
613925,No Traveler
653304,No Traveler
821325,No Traveler
400478,"Winter Traveler
(December with someone)"
436081,"Moderate travelers
(Current average)"
812282,"Moderate travelers
(Current average)"
431277,"Holiday traveler
(summer companions, winter alone)"
631821,"Avr|Point Acumulator
(No companions)"
282930,"Avr|Feb Companion
(Less travel on feb)"
577405,"Avr|Jan Companion
(Less travel on jan)"
753149,"Avr|Nov Companion
(Less travel on nov)"
222960,"Avr|Point Acumulator
(No companions)"
397248,"Moderate travelers
(Current average)"
785185,"Avr|Jun Companion
(Less travel on jun)"
418990,"Avr|Jun Companion
(Less travel on jun)"
205465,"Winter Traveler
(December with someone)"
738141,"Winter Traveler
(December with someone)"
751820,"Avr|Point Acumulator
(No companions)"
956191,"Avr|Oct Companion
(Less travel on oct)"
359188,"Holiday traveler
(summer companions, winter alone)"
342958,"Holiday traveler
(summer companions, winter alone)"
842236,"Avr|May Companion
(Less travel on may)"
444686,"Avr|Feb Companion
(Less travel on feb)"
627107,No Traveler
728748,"Avr|Mar Companion
(Less travel on mar)"
746677,"Avr|Point Acumulator
(No companions)"
630396,"Avr|May Companion
(Less travel on may)"
833765,"Avr|Feb Companion
(Less travel on feb)"
462077,"Avr|Jan Companion
(Less travel on jan)"
728586,"Avr|Jun Companion
(Less travel on jun)"
246775,"Few Trips a Year
(Traveling rarely)"
471440,"Holiday traveler
(summer companions, winter alone)"
784945,"Avr|Dec Companion
(Less travel on dec)"
438120,"Winter Traveler
(December with someone)"
650290,"Holiday traveler
(summer companions, winter alone)"
755538,"Avr|Point Acumulator
(No companions)"
430712,"Holiday traveler
(summer companions, winter alone)"
724818,"Avr|Point Acumulator
(No companions)"
660030,"Avr|Dec Companion
(Less travel on dec)"
102982,"Avr|May Companion
(Less travel on may)"
630880,"Avr|Point Acumulator
(No companions)"
803796,"Avr|Jun Companion
(Less travel on jun)"
917972,"Avr|Mar Companion
(Less travel on mar)"
906623,"Avr|May Companion
(Less travel on may)"
161373,No Traveler
241038,"Avr|Jan Companion
(Less travel on jan)"
541898,No Traveler
235391,"Avr|Jan Companion
(Less travel on jan)"
272250,"Avr|Mar Companion
(Less travel on mar)"
293266,"Avr|Feb Companion
(Less travel on feb)"
391357,No Traveler
328173,"Avr|Point Acumulator
(No companions)"
559005,"Avr|Point Acumulator
(No companions)"
165056,"Avr|Jun Companion
(Less travel on jun)"
847359,"Avr|Point Acumulator
(No companions)"
596390,"Avr|Mar Companion
(Less travel on mar)"
913981,"Avr|Dec Companion
(Less travel on dec)"
727175,"Avr|Point Acumulator
(No companions)"
437197,"Avr|Feb Companion
(Less travel on feb)"
879462,"Avr|Mar Companion
(Less travel on mar)"
483747,"Few Trips a Year
(Traveling rarely)"
993054,"Avr|Oct Companion
(Less travel on oct)"
941361,"Avr|Jan Companion
(Less travel on jan)"
280603,"Avr|Dec Companion
(Less travel on dec)"
445370,"Avr|Jan Companion
(Less travel on jan)"
750710,"Avr|May Companion
(Less travel on may)"
746171,"Moderate travelers
(Current average)"
947641,"Winter Traveler
(December with someone)"
276746,"Avr|Jan Companion
(Less travel on jan)"
819765,"Avr|Oct Companion
(Less travel on oct)"
672170,"Avr|Jan Companion
(Less travel on jan)"
990268,"Avr|Feb Companion
(Less travel on feb)"
989256,"Avr|Nov Companion
(Less travel on nov)"
203864,"Avr|Jan Companion
(Less travel on jan)"
221014,No Traveler
349342,"Moderate travelers
(Current average)"
963410,"Avr|Nov Companion
(Less travel on nov)"
163445,No Traveler
901231,"Avr|Jan Companion
(Less travel on jan)"
727053,"Avr|Nov Companion
(Less travel on nov)"
132319,"Avr|Mar Companion
(Less travel on mar)"
629642,"Avr|Nov Companion
(Less travel on nov)"
378181,"Moderate travelers
(Current average)"
188668,"Avr|May Companion
(Less travel on may)"
628169,"Avr|Jun Companion
(Less travel on jun)"
290362,"Avr|May Companion
(Less travel on may)"
786525,"Avr|Point Acumulator
(No companions)"
598398,"Avr|Mar Companion
(Less travel on mar)"
113316,"Few Trips a Year
(Traveling rarely)"
426351,"Avr|Oct Companion
(Less travel on oct)"
423201,"Avr|Nov Companion
(Less travel on nov)"
401036,"Moderate travelers
(Current average)"
896792,"Avr|Feb Companion
(Less travel on feb)"
831948,"Avr|Feb Companion
(Less travel on feb)"
794202,"Few Trips a Year
(Traveling rarely)"
447962,"Avr|Oct Companion
(Less travel on oct)"
871094,"Few Trips a Year
(Traveling rarely)"
628258,"Avr|Nov Companion
(Less travel on nov)"
782654,"Avr|Nov Companion
(Less travel on nov)"
736813,"Winter Traveler
(December with someone)"
485330,"Winter Traveler
(December with someone)"
428249,"Avr|Oct Companion
(Less travel on oct)"
483768,"Avr|Feb Companion
(Less travel on feb)"
837237,"Avr|Jun Companion
(Less travel on jun)"
170903,No Traveler
624929,"Avr|Nov Companion
(Less travel on nov)"
349539,"Avr|Feb Companion
(Less travel on feb)"
508821,"Moderate travelers
(Current average)"
172755,"Winter Traveler
(December with someone)"
742612,"Avr|Oct Companion
(Less travel on oct)"
675535,"Avr|Nov Companion
(Less travel on nov)"
797120,"Winter Traveler
(December with someone)"
118632,"Avr|Jun Companion
(Less travel on jun)"
711567,"Avr|Oct Companion
(Less travel on oct)"
752704,"Avr|Mar Companion
(Less travel on mar)"
343001,"Avr|Feb Companion
(Less travel on feb)"
618100,"Avr|Jun Companion
(Less travel on jun)"
335554,"Avr|Point Acumulator
(No companions)"
569603,"Avr|Oct Companion
(Less travel on oct)"
672679,"Winter Traveler
(December with someone)"
183020,"Avr|Dec Companion
(Less travel on dec)"
749566,"Avr|Oct Companion
(Less travel on oct)"
358900,"Avr|May Companion
(Less travel on may)"
765323,"Avr|Jan Companion
(Less travel on jan)"
766355,"Winter Traveler
(December with someone)"
827147,"Avr|Dec Companion
(Less travel on dec)"
855026,"Avr|Jan Companion
(Less travel on jan)"
817136,"Avr|Oct Companion
(Less travel on oct)"
711577,"Avr|Oct Companion
(Less travel on oct)"
250696,"Avr|Dec Companion
(Less travel on dec)"
436247,"Avr|May Companion
(Less travel on may)"
763113,"Avr|Jun Companion
(Less travel on jun)"
817191,"Moderate travelers
(Current average)"
861877,"Avr|Jun Companion
(Less travel on jun)"
493358,No Traveler
853894,"Avr|Jan Companion
(Less travel on jan)"
729094,"Avr|Jun Companion
(Less travel on jun)"
646038,"Avr|May Companion
(Less travel on may)"
981160,"Avr|Point Acumulator
(No companions)"
276494,"Avr|Feb Companion
(Less travel on feb)"
644938,"Avr|Point Acumulator
(No companions)"
938981,No Traveler
749459,"Winter Traveler
(December with someone)"
275694,"Avr|Oct Companion
(Less travel on oct)"
