Loyalty#,Behavioral_Month_Cluster_Name
336238,No Traveler
956946,"Avr|Dec Companion
(Less travel on dec)"
317100,"Avr|Point Acumulator
(No companions)"
707114,"Avr|Point Acumulator
(No companions)"
722368,"Avr|Dec Companion
(Less travel on dec)"
214661,"Avr|Feb Companion
(Less travel on feb)"
855384,"Avr|Jun Companion
(Less travel on jun)"
192136,"Avr|Jan Companion
(Less travel on jan)"
365619,"Avr|Point Acumulator
(No companions)"
598711,"Few Trips a Year
(Traveling rarely)"
670985,"Avr|Dec Companion
(Less travel on dec)"
753887,"Avr|Jun Companion
(Less travel on jun)"
124038,"Avr|Dec Companion
(Less travel on dec)"
516242,"Moderate travelers
(Current average)"
211966,"Avr|Feb Companion
(Less travel on feb)"
677045,"Avr|Feb Companion
(Less travel on feb)"
238193,"Avr|Nov Companion
(Less travel on nov)"
482370,No Traveler
816420,"Avr|May Companion
(Less travel on may)"
472532,"Avr|Mar Companion
(Less travel on mar)"
344483,"Avr|Point Acumulator
(No companions)"
488188,"Avr|Jan Companion
(Less travel on jan)"
667974,"Avr|Oct Companion
(Less travel on oct)"
972673,"Avr|Oct Companion
(Less travel on oct)"
659781,"Holiday traveler
(summer companions, winter alone)"
760196,"Avr|Dec Companion
(Less travel on dec)"
187175,"Avr|Oct Companion
(Less travel on oct)"
561981,"Few Trips a Year
(Traveling rarely)"
812599,"Avr|Point Acumulator
(No companions)"
702161,No Traveler
352702,"Avr|Oct Companion
(Less travel on oct)"
186469,No Traveler
380709,"Winter Traveler
(December with someone)"
313473,"Avr|Point Acumulator
(No companions)"
562376,"Avr|Jan Companion
(Less travel on jan)"
212209,"Avr|Point Acumulator
(No companions)"
469616,"Avr|Feb Companion
(Less travel on feb)"
740025,"Avr|Jan Companion
(Less travel on jan)"
308202,No Traveler
973112,"Avr|Mar Companion
(Less travel on mar)"
525508,"Avr|Point Acumulator
(No companions)"
228995,"Moderate travelers
(Current average)"
666222,"Avr|Point Acumulator
(No companions)"
560283,"Avr|May Companion
(Less travel on may)"
330870,No Traveler
394941,"Moderate travelers
(Current average)"
394715,"Avr|Oct Companion
(Less travel on oct)"
828816,"Avr|May Companion
(Less travel on may)"
762971,No Traveler
400224,"Avr|Mar Companion
(Less travel on mar)"
130208,"Avr|Jan Companion
(Less travel on jan)"
950213,"Avr|Feb Companion
(Less travel on feb)"
690969,"Moderate travelers
(Current average)"
775170,"Avr|Nov Companion
(Less travel on nov)"
790178,"Moderate travelers
(Current average)"
517222,"Moderate travelers
(Current average)"
305604,"Few Trips a Year
(Traveling rarely)"
910645,No Traveler
790475,"Avr|Jan Companion
(Less travel on jan)"
901578,"Winter Traveler
(December with someone)"
376630,"Few Trips a Year
(Traveling rarely)"
527656,"Avr|Nov Companion
(Less travel on nov)"
828109,No Traveler
692992,"Avr|Jun Companion
(Less travel on jun)"
111899,"Few Trips a Year
(Traveling rarely)"
120164,"Avr|Point Acumulator
(No companions)"
768113,"Avr|Jun Companion
(Less travel on jun)"
427358,"Avr|Jan Companion
(Less travel on jan)"
364153,"Avr|Point Acumulator
(No companions)"
424526,"Moderate travelers
(Current average)"
838032,"Holiday traveler
(summer companions, winter alone)"
615327,"Avr|Feb Companion
(Less travel on feb)"
263921,"Avr|May Companion
(Less travel on may)"
994679,"Few Trips a Year
(Traveling rarely)"
549598,"Winter Traveler
(December with someone)"
834760,"Avr|Oct Companion
(Less travel on oct)"
607123,"Moderate travelers
(Current average)"
789001,"Avr|Oct Companion
(Less travel on oct)"
134470,"Moderate travelers
(Current average)"
164374,"Avr|Feb Companion
(Less travel on feb)"
498573,"Avr|May Companion
(Less travel on may)"
822749,"Avr|May Companion
(Less travel on may)"
537421,"Avr|Point Acumulator
(No companions)"
240760,"Avr|Point Acumulator
(No companions)"
882725,"Avr|Feb Companion
(Less travel on feb)"
196240,"Avr|May Companion
(Less travel on may)"
798029,"Winter Traveler
(December with someone)"
867284,"Winter Traveler
(December with someone)"
551296,"Avr|Dec Companion
(Less travel on dec)"
272848,"Moderate travelers
(Current average)"
278307,"Avr|Nov Companion
(Less travel on nov)"
410938,"Avr|Point Acumulator
(No companions)"
880709,"Holiday traveler
(summer companions, winter alone)"
116562,No Traveler
272001,"Avr|Point Acumulator
(No companions)"
492036,"Winter Traveler
(December with someone)"
568329,"Avr|Jun Companion
(Less travel on jun)"
182148,"Avr|Jun Companion
(Less travel on jun)"
176142,No Traveler
860206,"Holiday traveler
(summer companions, winter alone)"
595980,"Avr|Point Acumulator
(No companions)"
586446,"Avr|Feb Companion
(Less travel on feb)"
407999,"Avr|Mar Companion
(Less travel on mar)"
514451,"Avr|Point Acumulator
(No companions)"
494438,"Few Trips a Year
(Traveling rarely)"
226710,"Moderate travelers
(Current average)"
900505,"Few Trips a Year
(Traveling rarely)"
226360,"Avr|Oct Companion
(Less travel on oct)"
585039,"Avr|Dec Companion
(Less travel on dec)"
114857,"Avr|Jan Companion
(Less travel on jan)"
304870,No Traveler
160154,"Avr|Mar Companion
(Less travel on mar)"
322501,"Avr|Oct Companion
(Less travel on oct)"
364049,"Avr|Point Acumulator
(No companions)"
251211,"Holiday traveler
(summer companions, winter alone)"
155654,"Avr|Nov Companion
(Less travel on nov)"
395324,"Avr|Feb Companion
(Less travel on feb)"
538795,"Avr|Jan Companion
(Less travel on jan)"
363780,No Traveler
344039,No Traveler
906267,"Avr|May Companion
(Less travel on may)"
297621,"Moderate travelers
(Current average)"
428402,"Avr|Feb Companion
(Less travel on feb)"
216359,No Traveler
424270,"Few Trips a Year
(Traveling rarely)"
549200,"Avr|Point Acumulator
(No companions)"
288530,"Avr|Point Acumulator
(No companions)"
350901,"Avr|Feb Companion
(Less travel on feb)"
388140,"Avr|Dec Companion
(Less travel on dec)"
646137,"Avr|Jun Companion
(Less travel on jun)"
331699,"Avr|Oct Companion
(Less travel on oct)"
521949,"Few Trips a Year
(Traveling rarely)"
835566,"Few Trips a Year
(Traveling rarely)"
356955,"Avr|Feb Companion
(Less travel on feb)"
718972,"Avr|Jan Companion
(Less travel on jan)"
826136,"Avr|Feb Companion
(Less travel on feb)"
278983,"Avr|Jun Companion
(Less travel on jun)"
584880,"Avr|May Companion
(Less travel on may)"
212553,No Traveler
398846,"Avr|May Companion
(Less travel on may)"
541961,"Avr|Feb Companion
(Less travel on feb)"
549715,"Avr|Mar Companion
(Less travel on mar)"
710515,"Winter Traveler
(December with someone)"
375540,"Avr|May Companion
(Less travel on may)"
477676,"Avr|Point Acumulator
(No companions)"
628618,"Avr|Oct Companion
(Less travel on oct)"
918163,"Avr|Jan Companion
(Less travel on jan)"
489301,"Avr|Mar Companion
(Less travel on mar)"
162420,"Avr|Point Acumulator
(No companions)"
259252,"Avr|Oct Companion
(Less travel on oct)"
203625,"Avr|Jun Companion
(Less travel on jun)"
124088,"Avr|May Companion
(Less travel on may)"
945064,"Moderate travelers
(Current average)"
875819,"Winter Traveler
(December with someone)"
352653,"Avr|Point Acumulator
(No companions)"
405699,"Avr|Oct Companion
(Less travel on oct)"
815328,"Moderate travelers
(Current average)"
880740,No Traveler
623071,"Winter Traveler
(December with someone)"
708892,"Few Trips a Year
(Traveling rarely)"
237586,"Moderate travelers
(Current average)"
364895,"Moderate travelers
(Current average)"
771960,"Avr|Jun Companion
(Less travel on jun)"
409684,"Avr|Nov Companion
(Less travel on nov)"
909328,"Few Trips a Year
(Traveling rarely)"
177962,"Avr|Point Acumulator
(No companions)"
101768,"Winter Traveler
(December with someone)"
793423,"Avr|Nov Companion
(Less travel on nov)"
642738,No Traveler
251195,"Avr|Jun Companion
(Less travel on jun)"
935313,"Winter Traveler
(December with someone)"
257236,"Avr|Point Acumulator
(No companions)"
626068,No Traveler
217401,"Holiday traveler
(summer companions, winter alone)"
563633,"Avr|Dec Companion
(Less travel on dec)"
757879,"Avr|Oct Companion
(Less travel on oct)"
591234,No Traveler
936761,"Holiday traveler
(summer companions, winter alone)"
126466,"Avr|Mar Companion
(Less travel on mar)"
320576,"Avr|Mar Companion
(Less travel on mar)"
497226,"Few Trips a Year
(Traveling rarely)"
794480,"Winter Traveler
(December with someone)"
830225,"Avr|Jan Companion
(Less travel on jan)"
423336,"Avr|Feb Companion
(Less travel on feb)"
377724,"Avr|Dec Companion
(Less travel on dec)"
800137,"Avr|Nov Companion
(Less travel on nov)"
232685,"Moderate travelers
(Current average)"
784782,"Avr|Jan Companion
(Less travel on jan)"
991924,"Avr|Dec Companion
(Less travel on dec)"
257862,"Winter Traveler
(December with someone)"
479960,"Avr|Nov Companion
(Less travel on nov)"
109552,"Avr|May Companion
(Less travel on may)"
915198,"Avr|Feb Companion
(Less travel on feb)"
152276,"Moderate travelers
(Current average)"
475175,"Avr|Feb Companion
(Less travel on feb)"
593421,"Avr|Jan Companion
(Less travel on jan)"
872676,"Avr|Jun Companion
(Less travel on jun)"
175488,"Avr|Oct Companion
(Less travel on oct)"
561654,"Avr|Feb Companion
(Less travel on feb)"
721372,"Avr|Point Acumulator
(No companions)"
988728,No Traveler
289133,"Avr|Point Acumulator
(No companions)"
733907,No Traveler
939428,"Avr|Point Acumulator
(No companions)"
754416,"Avr|Nov Companion
(Less travel on nov)"
658546,"Avr|Point Acumulator
(No companions)"
802860,"Avr|Jan Companion
(Less travel on jan)"
895878,"Moderate travelers
(Current average)"
484446,"Avr|Point Acumulator
(No companions)"
116932,"Avr|Jan Companion
(Less travel on jan)"
281608,"Avr|Jan Companion
(Less travel on jan)"
506572,"Avr|Feb Companion
(Less travel on feb)"
618877,No Traveler
155964,"Avr|Jan Companion
(Less travel on jan)"
196992,"Moderate travelers
(Current average)"
255267,"Avr|Point Acumulator
(No companions)"
789120,"Avr|Jun Companion
(Less travel on jun)"
429692,No Traveler
997654,"Avr|May Companion
(Less travel on may)"
832921,"Avr|Dec Companion
(Less travel on dec)"
324900,No Traveler
572668,"Avr|May Companion
(Less travel on may)"
185774,"Avr|Nov Companion
(Less travel on nov)"
111022,"Avr|Oct Companion
(Less travel on oct)"
419377,"Avr|Jan Companion
(Less travel on jan)"
797078,"Avr|Feb Companion
(Less travel on feb)"
428757,"Avr|Feb Companion
(Less travel on feb)"
131560,"Avr|Point Acumulator
(No companions)"
963690,"Winter Traveler
(December with someone)"
277094,"Avr|Oct Companion
(Less travel on oct)"
696096,"Avr|Nov Companion
(Less travel on nov)"
717359,No Traveler
518834,"Avr|Point Acumulator
(No companions)"
539125,"Avr|Point Acumulator
(No companions)"
399372,"Avr|Point Acumulator
(No companions)"
845807,"Avr|Feb Companion
(Less travel on feb)"
969586,"Avr|Jun Companion
(Less travel on jun)"
556164,"Avr|Mar Companion
(Less travel on mar)"
345572,"Avr|Feb Companion
(Less travel on feb)"
467607,"Winter Traveler
(December with someone)"
888049,"Avr|Jun Companion
(Less travel on jun)"
184456,"Avr|Nov Companion
(Less travel on nov)"
334324,"Avr|Jun Companion
(Less travel on jun)"
396867,No Traveler
183692,"Few Trips a Year
(Traveling rarely)"
265566,"Avr|Mar Companion
(Less travel on mar)"
301301,"Avr|May Companion
(Less travel on may)"
931914,"Avr|Dec Companion
(Less travel on dec)"
556865,"Holiday traveler
(summer companions, winter alone)"
230693,"Avr|Point Acumulator
(No companions)"
810693,No Traveler
185857,"Avr|May Companion
(Less travel on may)"
947001,"Avr|May Companion
(Less travel on may)"
156980,No Traveler
336724,"Avr|Jun Companion
(Less travel on jun)"
859730,"Avr|Feb Companion
(Less travel on feb)"
344464,"Avr|Point Acumulator
(No companions)"
304779,"Moderate travelers
(Current average)"
302158,"Avr|Dec Companion
(Less travel on dec)"
474333,"Avr|Jun Companion
(Less travel on jun)"
620122,"Avr|Nov Companion
(Less travel on nov)"
692328,"Avr|Jun Companion
(Less travel on jun)"
920100,"Avr|Oct Companion
(Less travel on oct)"
799781,"Avr|Mar Companion
(Less travel on mar)"
385912,"Avr|Dec Companion
(Less travel on dec)"
929410,"Avr|Mar Companion
(Less travel on mar)"
912939,"Few Trips a Year
(Traveling rarely)"
418327,"Avr|Feb Companion
(Less travel on feb)"
804536,"Avr|Mar Companion
(Less travel on mar)"
141945,"Avr|Point Acumulator
(No companions)"
796484,"Avr|Nov Companion
(Less travel on nov)"
763341,"Avr|Oct Companion
(Less travel on oct)"
659419,"Avr|Jun Companion
(Less travel on jun)"
798433,"Avr|Point Acumulator
(No companions)"
385358,"Avr|Mar Companion
(Less travel on mar)"
312048,"Avr|May Companion
(Less travel on may)"
480259,"Winter Traveler
(December with someone)"
501976,"Avr|Jan Companion
(Less travel on jan)"
502376,"Few Trips a Year
(Traveling rarely)"
585082,"Avr|May Companion
(Less travel on may)"
604461,"Avr|Jan Companion
(Less travel on jan)"
834304,"Avr|Point Acumulator
(No companions)"
773418,"Avr|Point Acumulator
(No companions)"
841770,"Winter Traveler
(December with someone)"
754042,"Moderate travelers
(Current average)"
642002,"Avr|Oct Companion
(Less travel on oct)"
369229,"Avr|Oct Companion
(Less travel on oct)"
551946,"Avr|Feb Companion
(Less travel on feb)"
542043,"Avr|Dec Companion
(Less travel on dec)"
840866,"Avr|Point Acumulator
(No companions)"
108625,"Avr|Mar Companion
(Less travel on mar)"
624407,"Avr|Nov Companion
(Less travel on nov)"
950446,"Avr|Dec Companion
(Less travel on dec)"
822956,"Avr|Mar Companion
(Less travel on mar)"
631543,"Avr|Dec Companion
(Less travel on dec)"
440642,"Avr|Point Acumulator
(No companions)"
966953,"Avr|Dec Companion
(Less travel on dec)"
933259,"Avr|May Companion
(Less travel on may)"
244367,"Avr|Jun Companion
(Less travel on jun)"
298181,"Avr|Jan Companion
(Less travel on jan)"
793904,"Avr|Point Acumulator
(No companions)"
921059,No Traveler
334997,"Avr|Point Acumulator
(No companions)"
328446,"Avr|May Companion
(Less travel on may)"
925504,"Holiday traveler
(summer companions, winter alone)"
693133,"Avr|Oct Companion
(Less travel on oct)"
499890,"Avr|Oct Companion
(Less travel on oct)"
406810,"Avr|Feb Companion
(Less travel on feb)"
545947,"Avr|Mar Companion
(Less travel on mar)"
800610,"Avr|Feb Companion
(Less travel on feb)"
209787,"Moderate travelers
(Current average)"
947497,"Moderate travelers
(Current average)"
943195,"Few Trips a Year
(Traveling rarely)"
386342,"Avr|Mar Companion
(Less travel on mar)"
557519,"Avr|Point Acumulator
(No companions)"
260408,"Avr|Jun Companion
(Less travel on jun)"
672236,"Moderate travelers
(Current average)"
585316,"Holiday traveler
(summer companions, winter alone)"
268129,"Avr|Feb Companion
(Less travel on feb)"
506252,"Avr|May Companion
(Less travel on may)"
613860,No Traveler
694241,"Avr|Feb Companion
(Less travel on feb)"
297306,"Avr|Feb Companion
(Less travel on feb)"
814894,No Traveler
220892,"Avr|Feb Companion
(Less travel on feb)"
973846,"Avr|Feb Companion
(Less travel on feb)"
725835,"Avr|Mar Companion
(Less travel on mar)"
894322,"Few Trips a Year
(Traveling rarely)"
137646,"Avr|Dec Companion
(Less travel on dec)"
828967,"Avr|Jun Companion
(Less travel on jun)"
344413,"Avr|May Companion
(Less travel on may)"
968253,"Avr|Oct Companion
(Less travel on oct)"
167578,"Moderate travelers
(Current average)"
648380,"Avr|Mar Companion
(Less travel on mar)"
379836,"Avr|Nov Companion
(Less travel on nov)"
159397,"Avr|Feb Companion
(Less travel on feb)"
585975,"Avr|Oct Companion
(Less travel on oct)"
126424,"Holiday traveler
(summer companions, winter alone)"
149174,No Traveler
975407,"Avr|Feb Companion
(Less travel on feb)"
296097,"Avr|Feb Companion
(Less travel on feb)"
129827,"Avr|Dec Companion
(Less travel on dec)"
491643,No Traveler
106218,"Avr|Jan Companion
(Less travel on jan)"
283437,"Avr|May Companion
(Less travel on may)"
631100,No Traveler
903534,"Avr|Nov Companion
(Less travel on nov)"
955087,No Traveler
142434,No Traveler
846458,"Avr|Jun Companion
(Less travel on jun)"
473775,"Avr|Point Acumulator
(No companions)"
627354,"Moderate travelers
(Current average)"
131098,"Avr|Dec Companion
(Less travel on dec)"
621823,"Few Trips a Year
(Traveling rarely)"
750130,"Avr|Jan Companion
(Less travel on jan)"
941545,"Few Trips a Year
(Traveling rarely)"
949821,No Traveler
662936,"Avr|Jan Companion
(Less travel on jan)"
985707,No Traveler
895080,No Traveler
424793,"Few Trips a Year
(Traveling rarely)"
967443,"Avr|Jan Companion
(Less travel on jan)"
152355,"Few Trips a Year
(Traveling rarely)"
511875,"Avr|Feb Companion
(Less travel on feb)"
913156,"Avr|Jun Companion
(Less travel on jun)"
838634,"Avr|Nov Companion
(Less travel on nov)"
404106,"Avr|Jun Companion
(Less travel on jun)"
164192,"Avr|Nov Companion
(Less travel on nov)"
777197,"Moderate travelers
(Current average)"
878240,"Avr|Feb Companion
(Less travel on feb)"
950107,"Winter Traveler
(December with someone)"
292061,"Moderate travelers
(Current average)"
967500,No Traveler
646399,"Moderate travelers
(Current average)"
331560,"Avr|Nov Companion
(Less travel on nov)"
241854,"Avr|Jun Companion
(Less travel on jun)"
465864,"Winter Traveler
(December with someone)"
981427,"Avr|Dec Companion
(Less travel on dec)"
896283,No Traveler
715792,"Avr|Mar Companion
(Less travel on mar)"
175017,"Avr|May Companion
(Less travel on may)"
564114,"Avr|Mar Companion
(Less travel on mar)"
228896,"Avr|Oct Companion
(Less travel on oct)"
271235,"Holiday traveler
(summer companions, winter alone)"
382252,"Avr|Point Acumulator
(No companions)"
626030,"Avr|Dec Companion
(Less travel on dec)"
152307,"Avr|May Companion
(Less travel on may)"
290465,"Avr|Point Acumulator
(No companions)"
329910,No Traveler
503257,"Avr|Jun Companion
(Less travel on jun)"
960417,"Few Trips a Year
(Traveling rarely)"
507005,"Avr|Nov Companion
(Less travel on nov)"
103490,"Avr|Point Acumulator
(No companions)"
922047,No Traveler
805902,No Traveler
107119,"Avr|Mar Companion
(Less travel on mar)"
584727,"Avr|Nov Companion
(Less travel on nov)"
677901,No Traveler
742666,No Traveler
270499,"Avr|Dec Companion
(Less travel on dec)"
665454,No Traveler
568525,"Moderate travelers
(Current average)"
947763,No Traveler
667781,"Avr|May Companion
(Less travel on may)"
537013,"Avr|May Companion
(Less travel on may)"
978040,No Traveler
685518,No Traveler
300623,"Holiday traveler
(summer companions, winter alone)"
834943,"Avr|Dec Companion
(Less travel on dec)"
239605,"Avr|Dec Companion
(Less travel on dec)"
365208,No Traveler
914044,"Avr|Point Acumulator
(No companions)"
411586,"Avr|Jan Companion
(Less travel on jan)"
472824,"Avr|May Companion
(Less travel on may)"
900083,"Avr|Nov Companion
(Less travel on nov)"
911503,"Avr|Nov Companion
(Less travel on nov)"
712426,"Avr|Oct Companion
(Less travel on oct)"
512097,"Avr|May Companion
(Less travel on may)"
643059,"Avr|Jan Companion
(Less travel on jan)"
246187,"Avr|Jun Companion
(Less travel on jun)"
333295,"Avr|Point Acumulator
(No companions)"
815643,"Avr|May Companion
(Less travel on may)"
688533,"Avr|Jan Companion
(Less travel on jan)"
677329,"Holiday traveler
(summer companions, winter alone)"
166273,"Winter Traveler
(December with someone)"
732808,"Avr|Jan Companion
(Less travel on jan)"
764595,"Avr|Nov Companion
(Less travel on nov)"
738431,"Avr|Point Acumulator
(No companions)"
334437,"Avr|Point Acumulator
(No companions)"
989746,"Moderate travelers
(Current average)"
476068,"Avr|Point Acumulator
(No companions)"
735263,"Avr|Point Acumulator
(No companions)"
739352,"Avr|Feb Companion
(Less travel on feb)"
201436,"Few Trips a Year
(Traveling rarely)"
380788,"Avr|May Companion
(Less travel on may)"
380954,No Traveler
509810,"Avr|Nov Companion
(Less travel on nov)"
735038,"Avr|May Companion
(Less travel on may)"
459404,"Avr|Oct Companion
(Less travel on oct)"
620969,"Winter Traveler
(December with someone)"
762072,"Winter Traveler
(December with someone)"
672600,"Avr|Oct Companion
(Less travel on oct)"
194493,"Avr|Mar Companion
(Less travel on mar)"
693922,"Avr|Mar Companion
(Less travel on mar)"
454514,"Avr|Mar Companion
(Less travel on mar)"
366977,"Holiday traveler
(summer companions, winter alone)"
116895,"Winter Traveler
(December with someone)"
795084,"Winter Traveler
(December with someone)"
828924,No Traveler
139699,No Traveler
758789,"Avr|May Companion
(Less travel on may)"
390480,No Traveler
413994,"Avr|Dec Companion
(Less travel on dec)"
683838,"Avr|Feb Companion
(Less travel on feb)"
480957,"Avr|Feb Companion
(Less travel on feb)"
695162,"Avr|Nov Companion
(Less travel on nov)"
950707,"Moderate travelers
(Current average)"
569677,No Traveler
315014,"Few Trips a Year
(Traveling rarely)"
128587,"Winter Traveler
(December with someone)"
576110,"Avr|Mar Companion
(Less travel on mar)"
843378,"Avr|Mar Companion
(Less travel on mar)"
477157,"Holiday traveler
(summer companions, winter alone)"
237402,"Avr|May Companion
(Less travel on may)"
353076,No Traveler
878575,"Avr|Jun Companion
(Less travel on jun)"
340802,"Avr|Dec Companion
(Less travel on dec)"
486831,"Avr|Dec Companion
(Less travel on dec)"
952696,"Holiday traveler
(summer companions, winter alone)"
173398,"Avr|Mar Companion
(Less travel on mar)"
832301,"Avr|Point Acumulator
(No companions)"
721366,"Avr|Dec Companion
(Less travel on dec)"
535151,"Avr|Nov Companion
(Less travel on nov)"
881362,"Avr|Jun Companion
(Less travel on jun)"
312744,No Traveler
910416,No Traveler
999940,No Traveler
222490,"Avr|Dec Companion
(Less travel on dec)"
550539,No Traveler
882911,"Avr|May Companion
(Less travel on may)"
751718,"Avr|Feb Companion
(Less travel on feb)"
976007,"Avr|Mar Companion
(Less travel on mar)"
647956,"Holiday traveler
(summer companions, winter alone)"
981691,"Avr|May Companion
(Less travel on may)"
145017,No Traveler
193827,"Avr|Oct Companion
(Less travel on oct)"
594672,"Avr|May Companion
(Less travel on may)"
667314,"Avr|Jan Companion
(Less travel on jan)"
452342,"Moderate travelers
(Current average)"
699751,"Avr|May Companion
(Less travel on may)"
330278,"Avr|May Companion
(Less travel on may)"
160640,"Avr|Feb Companion
(Less travel on feb)"
969165,"Holiday traveler
(summer companions, winter alone)"
601341,"Avr|Nov Companion
(Less travel on nov)"
641039,"Holiday traveler
(summer companions, winter alone)"
737542,"Moderate travelers
(Current average)"
190429,No Traveler
687401,"Avr|May Companion
(Less travel on may)"
462036,"Holiday traveler
(summer companions, winter alone)"
412880,"Avr|Feb Companion
(Less travel on feb)"
558040,"Avr|Nov Companion
(Less travel on nov)"
994940,"Avr|Point Acumulator
(No companions)"
732231,"Avr|Jan Companion
(Less travel on jan)"
395622,"Moderate travelers
(Current average)"
812894,"Avr|Point Acumulator
(No companions)"
888357,"Avr|May Companion
(Less travel on may)"
404805,No Traveler
866455,"Avr|Oct Companion
(Less travel on oct)"
164947,"Avr|Nov Companion
(Less travel on nov)"
109517,"Avr|Dec Companion
(Less travel on dec)"
801788,"Avr|Nov Companion
(Less travel on nov)"
865198,"Avr|Point Acumulator
(No companions)"
718752,"Avr|Jun Companion
(Less travel on jun)"
750199,"Moderate travelers
(Current average)"
191044,No Traveler
220822,"Moderate travelers
(Current average)"
477654,"Avr|Point Acumulator
(No companions)"
755290,"Avr|Point Acumulator
(No companions)"
790165,"Avr|Mar Companion
(Less travel on mar)"
131772,"Holiday traveler
(summer companions, winter alone)"
736220,No Traveler
184959,"Avr|Jun Companion
(Less travel on jun)"
904704,"Moderate travelers
(Current average)"
501490,"Avr|Oct Companion
(Less travel on oct)"
727348,"Moderate travelers
(Current average)"
481590,"Winter Traveler
(December with someone)"
483125,"Avr|May Companion
(Less travel on may)"
688319,"Holiday traveler
(summer companions, winter alone)"
800196,No Traveler
517739,"Avr|May Companion
(Less travel on may)"
640009,"Few Trips a Year
(Traveling rarely)"
398351,"Avr|Dec Companion
(Less travel on dec)"
770759,"Few Trips a Year
(Traveling rarely)"
669894,"Avr|Jun Companion
(Less travel on jun)"
887609,"Avr|Dec Companion
(Less travel on dec)"
993266,"Moderate travelers
(Current average)"
808096,"Avr|Jun Companion
(Less travel on jun)"
833322,"Avr|Feb Companion
(Less travel on feb)"
853438,"Holiday traveler
(summer companions, winter alone)"
887209,"Avr|Mar Companion
(Less travel on mar)"
912712,"Avr|Oct Companion
(Less travel on oct)"
479445,"Avr|Point Acumulator
(No companions)"
757696,"Avr|May Companion
(Less travel on may)"
254361,"Avr|Dec Companion
(Less travel on dec)"
380262,"Avr|Mar Companion
(Less travel on mar)"
274765,No Traveler
665024,"Avr|Dec Companion
(Less travel on dec)"
958544,"Moderate travelers
(Current average)"
350631,"Avr|Mar Companion
(Less travel on mar)"
742321,"Few Trips a Year
(Traveling rarely)"
746061,"Avr|Feb Companion
(Less travel on feb)"
933208,"Avr|May Companion
(Less travel on may)"
921624,No Traveler
312979,"Avr|Mar Companion
(Less travel on mar)"
485745,"Avr|Jun Companion
(Less travel on jun)"
476652,"Avr|Point Acumulator
(No companions)"
595083,"Avr|Jan Companion
(Less travel on jan)"
121856,"Winter Traveler
(December with someone)"
371969,"Avr|May Companion
(Less travel on may)"
428114,"Moderate travelers
(Current average)"
773571,"Winter Traveler
(December with someone)"
510865,"Avr|Feb Companion
(Less travel on feb)"
123727,"Holiday traveler
(summer companions, winter alone)"
456958,"Avr|Mar Companion
(Less travel on mar)"
508022,"Avr|Dec Companion
(Less travel on dec)"
787660,"Avr|Dec Companion
(Less travel on dec)"
329839,"Avr|Mar Companion
(Less travel on mar)"
917685,"Avr|Dec Companion
(Less travel on dec)"
352053,"Avr|Point Acumulator
(No companions)"
630338,"Avr|Dec Companion
(Less travel on dec)"
784490,"Moderate travelers
(Current average)"
175954,"Avr|Nov Companion
(Less travel on nov)"
988043,"Avr|Feb Companion
(Less travel on feb)"
536371,No Traveler
966350,"Few Trips a Year
(Traveling rarely)"
702522,"Avr|Mar Companion
(Less travel on mar)"
529085,"Moderate travelers
(Current average)"
604332,"Avr|Jun Companion
(Less travel on jun)"
442695,No Traveler
971107,"Avr|Point Acumulator
(No companions)"
838270,"Avr|Point Acumulator
(No companions)"
919329,"Moderate travelers
(Current average)"
930325,"Avr|Feb Companion
(Less travel on feb)"
375909,"Avr|Mar Companion
(Less travel on mar)"
477739,"Avr|Point Acumulator
(No companions)"
643507,"Holiday traveler
(summer companions, winter alone)"
464962,"Avr|Point Acumulator
(No companions)"
829886,"Avr|Oct Companion
(Less travel on oct)"
183948,"Avr|Oct Companion
(Less travel on oct)"
231462,"Avr|Feb Companion
(Less travel on feb)"
605500,"Avr|Point Acumulator
(No companions)"
602685,"Avr|Point Acumulator
(No companions)"
183388,"Few Trips a Year
(Traveling rarely)"
628840,"Holiday traveler
(summer companions, winter alone)"
314589,"Avr|Oct Companion
(Less travel on oct)"
892258,"Avr|Nov Companion
(Less travel on nov)"
158969,"Avr|Feb Companion
(Less travel on feb)"
101544,"Avr|Feb Companion
(Less travel on feb)"
638495,"Avr|Jun Companion
(Less travel on jun)"
815207,"Avr|Jan Companion
(Less travel on jan)"
890936,"Avr|Feb Companion
(Less travel on feb)"
666337,"Avr|May Companion
(Less travel on may)"
832566,"Moderate travelers
(Current average)"
101895,"Avr|May Companion
(Less travel on may)"
968064,"Holiday traveler
(summer companions, winter alone)"
741138,"Avr|May Companion
(Less travel on may)"
851421,"Avr|Point Acumulator
(No companions)"
396998,"Avr|May Companion
(Less travel on may)"
925573,"Avr|Jan Companion
(Less travel on jan)"
977178,"Avr|Dec Companion
(Less travel on dec)"
776547,"Avr|May Companion
(Less travel on may)"
210725,"Avr|Jun Companion
(Less travel on jun)"
434679,"Avr|Oct Companion
(Less travel on oct)"
531290,"Winter Traveler
(December with someone)"
987347,"Avr|Jun Companion
(Less travel on jun)"
116238,No Traveler
713067,No Traveler
777300,"Avr|Jan Companion
(Less travel on jan)"
518677,"Avr|Jan Companion
(Less travel on jan)"
130032,"Holiday traveler
(summer companions, winter alone)"
336665,No Traveler
949290,"Avr|Jan Companion
(Less travel on jan)"
840267,"Few Trips a Year
(Traveling rarely)"
